ReviewID	Text
429	Unfortunately I would not return due to the smoke filled air in the public spaces.
429	Would chose a hotel without a casino next time (not a gambler or smoker).
429	Also note that the pool area does not have sun until afternoon and has limited lounge chairs in the sun area.
430	Will definitely recommend the Venetian to friends, faultless and memorable experience
431	Great room setting, very comfortable bed.
433	The hotel feels old, old pillows, old sheets (with holes in it), the amenities were good but they didnt give new ones (1 week lenght of stay and they didnt bring new soap and shampoo).
433	There is not a single hook to hang the towels, they called to my room to ask if they can do housekeeping even that the do not disturb sign was on the door.
434	Good but too big to stay Comfortable.
434	Confusing routes to guest room.
434	Attention to details are required.
435	The hotel was nice but in-room amenities, cokes, snacks, etc. were very expensive.
435	they also took up the entire refrigerator so you could not use for your own stuff.
435	The ice bucket has mold on the inside of the lid.
435	I left it tuned up so the cleaning crew would clean it but it never was cleaned.
435	My biggest annoyance was all of the additional charges.
435	I got my room through Expedia and they charged me for a for two queens vs.
435	And of course there was the Resort Fee.
435	By the time it was all said and done, I did not get the ""deal"" I thought I was which kind of set the mood for my vacation.
436	But it you wanted gö to your room you have To walk minumum 15 minutes.
436	Allah room to long to lobby ör other facilities
437	I stayed for 4 nights and i had not housekeeping for 2 nights.
437	Each time when i came back to my room around 8/9 pm , i called housekeeping to come to cleanup my room.
437	However, they left everything like before.
437	I just had bed makeup and new towel after calling.
438	We love to stay there and we want to go las vigas next year and stay same hotel .
439	The overal hotel experience was excellent, love the luxuries, cleanness, convenience of the hotel.
439	Very easy get around and enjoyed the relaxiation of stay.
440	great hotel with large suite rooms.
440	good selection of high quality food but a bit pricey for casual dining.
440	pool area good pleanty of sun loungers and waited drink service.
440	in general this hotel is spotless.
440	we went with our two children 8 & 9 and the pull out bed in a standard room was not wanting for space.
443	great hotel at the strip.
443	would recommend for first time travelers to Las Vegas.
444	The Venetian Las Vegas is probably the best hotel you can stay at The Strip.
444	Great amenities, perfect location, great restaurants and of course the Grand Canal Shoppes.
444	We enjoyed every moment of our stay and would definitely recommend this hotel to anyone who would like to spend quality time.
446	Took us about a day to get our bearings because the hotel along with the casino and shopping together is so large.
446	Will highly recommend to our friends and family.
447	Must have been a five star at one point and the prices for everything are like 5 star but the property looks aged.
447	Nothing special about the room.
447	Looks like they are trying to nickel and dime for everything.
447	Amenities were of the quality of 2 or maybe 3 star at the most.
447	Overall, if you can get this for less than 100 for a weekend night, it might be worth it.
447	I am not going back.
448	Felt updated and luxurious.
448	Hotel staff friendly and helpful.
449	It was wonderful to stay at Venitian.
449	World class hotel with all amenites.
449	Suite which i stayed was spacious and comfortable.
449	I will definetly recommand this hotel.
450	I stayed with my two friends for 3 nightes in double queen bed room.
450	very elegante and comfortble , clean rooms, the staff was very helpfull.
451	I've made numerous trips to Vegas.
451	I've stayed at nearly every hotel there.
451	I was even married in the penthouse suite of the famous one with the fountain.
451	This hotel, by far, is my favorite.
451	The housekeeping staff were impeccable.
451	The staff in General were amazing, well trained, well versed and helpful.
451	I doubt I'll stay at any other hotel again.
453	The Venetian was a beautiful hotel.
453	It was somewhat confusing to get around especially the shops.
453	The outdoor passageways were great and made it easy to follow.
453	We loved the gondola ride.
453	I wished when we checked in the person would have explained all the coupons and how things worked since we had never had been to Vegas before, we probably could have saved ourselves money.
453	We liked having the extra sitting room our suite so that we could sit around and relax before going out again or at the end of a long day.
453	The housekeeping staff was great and were quick to clean the room when you left.
453	We ate dinner in the hotel 4 days and the food was great.
453	The Lux on the casino floor was a great quick meal, but we enjoyed some of the finer dining too.
453	Went to B/B and the waiter was great explaining the menu especially with our teenage girls.
454	Hotel room was very nice.
454	Nice view, with three TVs including the one in the bathroom :)) my kids just loved the room.
455	Unreal hotel, beautiful rooms, service staffis top notch
456	Only bad experience was that rooms where made late.
457	We visited with friends for a friendly pre-holiday celebration.
457	We had a great time.
458	From the moment I checked-in to the time I left my expectations of the hotel's facilities and staff were exceeded.
458	I cannot recommend this hotel more highly for a truly luxurious Las Vegas experience.
459	We had a wonderful time.
459	Love the hotel and service was great
460	Very good restaurants and shopping.
460	Beautiful areas for pictures.
460	Fun for whole family
461	Great hotel next to everything has a walgreens and allot of different activites to ofer for everyone great food in all price ranges best hotel
462	Nice place to stay.
462	Well located, adjacent to Grand Canal Shoppes, close to Fashion Show Mall for those who like shopping.
462	Many restaurants available nearby.
462	Nothing wrong to tell about the hotel except that there was a small charge (8$) added on the final invoice supposedly related to the minibar, which we hadn't touched at all.
462	The gentlemen at the desk readily agreed to remove it on check out.
462	Back at home, when I checked my credit card statement, there was an 11 $ charge added.
462	Not much compared to the overall invoice but it still leaves the impression of being robbed...
464	Hotel staff was always ""busy"" other than with face to face customers.
464	They seemed to be in hurry going places or on their phones not acknowledging the customers in line.
464	Check in took forever and we arrived at 6pm.
464	The check in female seemed to be new or just not know what she was doing, checked us into the wrong type of room, and we had to move at 9pm at night.
464	Pools not clean at all, tons of leaves and dirt all over the top and bottom of pools and hot tubs, messy towel area not clean at all.
464	Pool hours vary day to day, no specific times listed at all, and very limited, not open past 9pm.
464	It does not matter where you eat on site, they all offer the same food, they are all prepared the same way with the same ingredients/suppliers.
464	The bonus was that there is a Walgreens attached to the hotel so we could purchase less expensive fresh water and foods.
464	Do not drink the sink water from anywhere in Vegas or Nevada I guess it is all recycled water and can make you extremely sick.
464	It's Vegas just remember you will not be spending much time in your hotel room, my recommendation is to save your money for fun activities and stay at a cheaper hotel.
464	Too much going on at this one.
465	Comfortable and spacious room.
465	View of the Mirage volcano show from the room.
465	Close to good shopping and great restaurants.
465	Overall an awesome vacation.
467	One of our stops loved your hotel & resort.
468	Wonderfull suites, great place to gambling, near everything
469	The Venetian is located in a great spot on the Strip.
469	Yes it is the north end or the strip, but close to Monorail, and most Hotels are in walking distance.
469	St. Marks square in the complex is very nice as are the shops.
469	I went for a professional shave, very relaxing.
469	I had the breakfast buffet at the hotel, not much to write home about.
469	A plus is that I did not have to walk to long in the casino before I reached the elevators.
469	The room was clean and big, Luxury suite, the only draw back was the WIFI, the signal was week at best, cut out many times.
469	The IT person tried to fix the situation but to no avail.
469	I did receive a refund on the resort fee.
470	When we first got to the Venetian, the atmosphere just was astounding.
470	The room was super amazing and the bed was comfortable.
470	The grand luxe cafe was perfect place to eat any meal.
470	Big portions and reasonably price.
470	Next time we go back to Vegas, we are either staying at the Venetian or Caesars Palace (only because we want to stay there one time).
471	Big suites with comfortable beds, furniture, two flat screen TVs plus another TV in the bathroom for those who like to stay in the bath and watch TV and many other great stuff.
471	Service was great - extra pillows, blankets came within minutes of requesting.
471	Our kids had fun playing with the remote controlled drapery & shades.
471	Wi-Fi didn't work well in the room- may be too many people using it.
471	If you want to use the high-speed internet connection, you have to pay a high price!
471	Also, don't touch any of the snacks or water bottles provided-they are on a sensor and you will be charged.
472	This is an amazing hotel, romm was super clean and comfy.
472	Well worth the price.
473	Liked the Burbon Room.
473	That said, know its Vegas but hated having to change cloths three times a day due to smoke.
473	Need more smoke free areas.
475	Its a great hotel with shopping mall.
475	but the pool is little to small and close at 6pm
477	Great giant hotel with large casino, Gondula ride, Restaurant and lots more.
477	Located in the strip and close to many other attraction.
478	Everyone was helpful and pleasant.
479	The hotel, venezia tower, looks good.
479	Room is big and clean.
479	But it is very complicated to approache to the room from the hotel lobby.
479	We had to transfer the elevator twice to move to the Venzia tower.
479	It takes around 15 min to get to the room.
479	It was a tiring job.
479	The hotel staffs were rude and unprofessional.
479	Concierge was not ready to answer in a proper way.
479	They seemed to guess the answer for my questions.
479	We were in trouble after following their direction.
479	I complained to the manager but she jsut hung up my call while I'm talking.
479	What a rude staff.
479	In the hall way, I tried to say hello to hotel staff, but they just turn their face or ignore my greetings.
479	It was a frustrating and nasty expereince to be ignored in the resort by the hotel staff.
479	They have to learn to say hello or Good Morning to guest.
479	My trip to Las Vegas with my family was ruined by a terrible treatment by Venetian.
479	It was so big that they just treat guests as a part of it or as their daily routine.
479	The restaurants in the hotel are so expensive but the quality was unbelievably terrible.
479	I would not recommend the Venetian.
479	Also, the shared transportation, Bell Train, was terrible too.
479	When I got back to the airport, the bus was late 20min.
479	The bus driver just said ""I am 10 min ahead.
479	Don't yelling me.
479	I don't know why the bus didn't come at 12pm.
479	"" It was so disappointing too.
479	Expedia, please control the quality of every service you provide.
480	For my second time in Vegas and returning to the Venetian, I would of expected some preferential treatment.
480	Especially since I am an elite platinum IHG member.
480	I asked for the VIP lounge they said no!
480	All I got was free internet, and this was already included in the 29 dollars per day resort fees you have to pay!
480	Its all about the Money!
480	Bet you 100 bucks this does not get posted!
480	Mike Ilantzis IHG Platinum Member ( means Nothing!
481	We loved our stay.
481	We were upgraded due to a convention and everything was wonderful.
481	Everything from our room to the restaurants and all the facilities available.
481	Will definitely stay there again.
482	They were able to accommodate our adjoining room request, but we were put in the Venezia Tower (added 5 minute walk) from everything to make it happen.
482	Palazzo looked much nicer.
482	I would stay there next time instead.
483	I paid an upgrade fee for a strip view room.
483	It was not a strip view - well perhaps if you looked out the corner of the window behind some buildings you might have got a glimpse of part of the strip.
483	When I called to complain, instead of trying to help me they kept repeating that on their records it was a strip view room.
483	I explained as I looked out the window that it was not.
483	My only option was to check out of that room and into another room with no opportunity to see if the other room was better, worse or the same.
483	I didn't trust their opinion as to what a strip view room was.
483	After a few minutes of some lady telling me my non-strip view room had a strip view, I finally gave up ad sucked up my wasted extra fee - I didn't want to spend my whole vacation on the phone with the front desk.
483	I'm sure they were counting on that.
483	NO interest in making sure I was happy with the resolution to my problem.
483	Then on check out 11:00 am.
483	Oh and forget about late check out.
483	They deny it so often all you get is a recording telling you its not available.
484	My only complaint was the a/c.
484	Me and my girlfriend woke up with very dry mouths due to the a/c.
484	It would be nice if they added a humidifier, or had one available upon request.
485	the location of this hotel is perfect, in the middle of strip.
485	walking distance to almost all of good performance on the strip.
486	It was awesome including the staff,security,rooms and casino
487	Surprisingly good for a toddler.
487	Staff were generally good.
487	Not sure it is the best casino if that is your thing.
487	Also, I don't recommend the breakfast option.
487	Do yourself a favor and get a Mimosa and a muffin from somewhere else.
489	The hotel was great!
489	I never wondered about is cleanlinessat all.
489	The staff always spoke first and they never seemed in the way.
489	The hotel is situated right in the middle of the strip also which was convenient to me.
489	The only thing I would say is that the room seemed so far away after a long day of sightseeing.
489	I would stay again.
489	Use the monorail system which is located right behind the Harrah's property.
490	This was a business trip and usually I don't use casinos but we were meeting associates for dinner nearby.
490	This is an all suite hotel so all of the rooms are good.
490	Like most properties on the strip now days they charge a resort fee, whether you can use the pool or other amenities or not.
490	Still the hotel and the room was very nice and the price was reasonable for the quality.
491	TRULY A PLEASURABLE STAY.
491	Scenery was great and the rooms were large enough to accommodate any small gathering or a private part.
491	We especially like the condiments that were in the room.
491	We would recommend this great hotel to any one who has not had the pleasure of being pampered...
492	I've stayed at several hotels on the strip and this is the best.
492	The staff at reception were very good , arranging a late checkout for all our rooms.
492	The hotel rooms are exceptional , as you would expect from this level of hotel.
492	Location on the strip is good and you also have the shopping arcade and restaurants on site.
493	Rooms are large and clean.
493	Lots of stuff for everyone to do.
494	Apart from a problem with the in suite dining we had it was pretty much what we wished for...
494	Walking distance from everything and the staff were great!
495	The suites are fantastic.
495	The hotel is located in a perfect place.
495	The restaurants are great.
497	The Venetian is definitely my favorite Hotel in Las Vegas!
497	The place was amazing!
497	Can't wait to do it Again!
498	I stayed April 17, 2015 - April 19, 2017.
498	The two main issues I was not happy with:Our bathroom sink made noises.
498	It appears that it had some type of back pressure.
498	Could not tell you how it got fixed because there was no follow-up with us.
498	The concierge service almost ruined my morning.
498	I was in line to ask about printing out my boarding pass, when my turn came up a tall dark hair gentlemen looked at me and shouted ""sir, there is a line here"".
498	Needless to say I was embarrassed to be singled out for braking the line when I did not!
498	I walked away from the line embarrassed.
500	Great hotel and casino with several venues.
500	Food was great at the Lux Cafe too.
501	It was a great place to come back to after a long day on the stip
503	By far the best hotel/resort in the whole of Las Vegas, and also the best I have ever stayed in in my whole life.
503	Service was second to none, and the cleanest suites and highest quality of food I have experienced at any hotel resort.
505	Not a pleasant experience.
505	We called the Venetian hotel two days before arrival trying to get a high floor room at the Venetian tower.
505	A lady told us we were assigned a 12th floor room at the Venezia tower.
505	We called again a few hours later and talked to a guy named Brandon.
505	He said we can stay at any tower because the hotel has a lot of rooms.
505	Upon check in, Daniel was the one who helped us.
505	After numerous effort and time trying to convince my tired wife for additional upgrade, Daniel finally told us he tried his best and gave us a 12th floor room at the Venezia tower.
505	Not a very good experience considering us spending almost $400 a night including all those resort fees and taxes.
505	We got this feeling from the first lady that we talked to over the phone that she can do better if we had not booked through a third party.
507	My stay at the Venetian was beyond amazing!
507	Great room, very clean and big.
507	Super comfortable and at a great price.
510	The hotel is fine, better than most on the strip.
512	Great experience from check in to check out!
513	Room was top notch, casino large and bright, restaurants at every corner!
513	One of the top 3-4 resorts in Vegas.
515	Was told I should upgrade to Pallazo for no extra cost when I got there to see the fireworks for new years better.
516	Loved my stay at this hotel!
516	The rooms are huge.
516	Staff friendly, good location.
518	Came as first timers .
518	Had chance to visit other hotels, but this one the best.
521	Hotel is very impressive and exceeded our expectations in terms of luxury and comfort.
521	The hotel complex is massive and navigation from one part to another somewhat complicated, but there are always staff on hand to point you in the right direction.
521	We enjoyed sampling the variety of facilities available which are first rate and made extensive use of the great selection of 'Vegas priced' restaurants on site.
521	Main area for improvement would be the arrival/ check-in process.
521	We drove to the hotel in a rental car and arrived at a busy time.
521	Directions were very unclear and it was virtually impossible to find a place to stop and unload the car at the main entrance.
521	Having been misdirected by staff a couple of times we eventually gave up and headed for the self-parking.
521	However, this meant that we were faced with a half-mile trek with suitcases to get to the registration area in the lobby.
521	We'd booked two rooms and were able to get adjacent rooms which were upgraded to 'Strip view' which was well worth the small extra charge.
521	The Venezia tower gives spectacular views and directly overlooks the Mirage night-time fountain display which was fun to watch.
521	Overall a very enjoyable and memorable stay.
523	Hotel was in a good location and heaps of restaurants and shopping in the vicinity.
523	Room was spacious but a little dated.
523	Hotel staff were not particularly helpful.
523	We came for our honeymoon and no effort was made to acknowledge the reason for our stay despite advising the hotel during reservation.
525	My wife and I wanted something special for our Honeymoon.
525	The Venetian was everything plus more.
525	The hotel was beautiful ( Felt I was in Venice)...
525	Our room was perfect, the staff was friendly and the guests that  were staying at the hotel was a class act.
525	A person could stay the week at the hotel for a week and never leave...
525	The Venitian is not a hotel, but an experience that I will always cherish.
526	Room was quite large w/ a separate sitting area.
526	Great view of the pool.
526	Numerous restaurants and shops just downstairs.
526	Would definitely stay here again.
527	Beautifully appointed and maintained...
527	A total Class Act!
528	This hotel is stunning and actually makes you feel like you are in Venice.
528	The stunning lobby, Grand Canal Shoppes, and of course ""St.
528	Mark's Square"" are all jaw dropping beautiful.
528	The suites are very spacious and well appointed.
528	Many, many, fabulous restaurants to choose from -- we ate at B & B (best meal of our stay), Otto (fantastic pizza!
528	), Public House, and Burgers and Beer (best burgers!
528	), and Delmonico (try the Chateaubriand and banana cream pie!
528	).  Staff was wonderful.
528	5 Star all the way.
529	Enjoyed our stay and will return.
529	The hotel layout is a little confusing and the maps provided need to be enlarged and simplifies.
531	Hotel was lovely and the rooms were excellent very spacious.
531	Only complaint was that no umberellas/parasol were provided by the pool.
532	Experience at this hotel was good.
532	Staff was friendly and helpful.
533	The Venetian is by far the nicest hotel I have stayed at in Las Vegas.
533	Spacious and clean rooms.
533	My only complaint is that the pools close at 8pm which is far too early in my opinion.
535	Superb service, room, food, spa and personnel.
535	You get what you pay for.
535	Congratulations on a job well done!
536	Great hotel but big and spread out.
536	Stay in main tower.
536	We stayed in Venezia and you end up doing a lot of walking
537	That didn't take debit and credit combine credit card and bask full cash deposits.
537	Thrash was still left from previous stay in the room.
537	They charge for water in the room.
537	Didn't have air dryer in the room.
537	The reservation for check out was i for 1 o'clock possibly 2 o'clock but the says that I should check out at 11 AM the next day they made walk into the room without knocking on the door at the 11 o'clock.
537	It's not a friendly hotel.
537	For Any accommodation by The hotel require to have a fight for it.
537	Don't forget when you check out the hotel charge you additional $25.
537	+ tax For services not given which was not to mention at the time of reservation on the prepaid room accommodation.
538	We received top notch customer service from the moment we checked in.
538	The staff at the counter, the concierge, the housekeeping staff, Grazie Desk staff and the Casino floor...
538	all were super helpful and friendly.
538	The restaurants are wonderful!
538	I don't have one thing to complain about.
538	We thoroughly enjoyed our stay!
539	We were upgraded to a very large suite for just a small fee.
540	Generally pleased with the experience.
540	It was  nice staying so close to canal
541	It's one of the best hotels on the strip.
541	Right in the middle of everywhere.
541	Was in the Bella queen suite and loved it!
541	Spacious and beautiful room and bath room.
541	Was clubbing at XS so it was so convenient, right beside!
541	If you don't want to be disturbed by (nice and courteous) cleaning ladies at 8am, please hang the ""don't disturb"" sign!
541	There's also a walgreens right below, for emergencies.
542	the view could have been better.
544	We had a super time!
544	So much to do and see!
544	Valet parking was free and EASY!
544	Only complaint is that there needs to be more shaded areas at the pool.
544	It is extremely hot and if you don't pay for pricey cabanas you really can't sit ""pool side"" for very long.
544	Other than that it was a GREAT stay!
546	The hotel stay was very good.
546	Just like everywhere in LV, the whole place smells like smoke, booze and drugs, but they had no control over that.
546	I still think the Venetian was the cleanest hotel that I walked into on the Strip.
547	Some people lost staff during living in this hotel.
549	We stayed in the venzia part of hotel and it was confusing and very long walk to our rooms from anywhere else
550	The place is very clean, beautiful and is Huge...
550	Easy to get lost in.
550	Easy 5 star hotel but the Plazzao the Venetian's sister hotel is better!
550	I have stayed at both.
550	Book either as they are well worth it but my next stay will be at the Plazzao Hotel & Casino
552	It was a very good time.
552	The Venetian had rooms that blow you away upon arrival.
553	Our stay was absolutely amazing!
553	The staff is friendly and courteous and the hotel is top notch.
553	The room was beyond my expectations!
554	Everything about this hotel is first rate.
554	We went with high expectations and were not disappointed.
554	The word that best describes The Venetian is CLASS.
554	The place makes you feel special and the sheer opulence of the interior is something we'll never forget.
554	The shops were not the sort of shops we could afford, BUT the pleasure in walking around them was wonderful.
554	The in house restaurants were a little pricey but the coffee shops were reasonably priced and the food beautifully presented.
554	All in all The Venetian is to be highly recommended and could we afford to go back to Las Vegas then we would definitely stay there again.
555	The comping system is very poor and needs a major overhaul.
555	You can never review your points, they never seem to give back anything, just take.
555	Compared to other hotels I have recently stayed, I will not be returning anytime soon.
556	This is my second visit in less than a year.
556	This time I had more time to explore the hotel.
556	I recommended that my friends come with me, and they had the best time ever.
556	She utilized Prestige, and was more than happy.
556	The restuarants are superb, I cannot say enough about the shops.
556	Earth Wind and Fire concert was tops.
557	The customer service was amazing.
557	They even gave us a free upgrade to a suite!
557	Everyone deserves a raise.
559	Room was nice, staff great, crazy long walk just to get to the strip.
559	Moving sidewalks were out of order as well...
559	I bet it's nice in the high season though!
560	never disappointed in this hotel, big room and huge lobby.
561	Remi was amazing the most wonderful person to deal with and the stay was amazingSecond time there will return again.
562	Great Hotel, great location.
564	Loved every minute in Vegas, so many things to do.
565	We stayed in the Venezia tower.
565	The room/suite was very spaciouse and beautiful .
565	the bathroom was luxturious .
565	The service was excellent .
565	And to top it off , the Bouchon restourant is located right there in the tower.
565	We had a great time.
566	we had a wonderful time at the Venetian, everything we booked and expected.
566	Staff lovely, suite we had was gorgeous coudn't fault it would definately stay there again.
566	Loved Las Vegas Venetian close to most other hotels on the strip, if your looking for reasonable breekie in Ventian go to the I LOVE BURGERS nice food cooked well.
568	The hotel is simply beautiful, the front desk personnel very attentive and prompt service
569	This was my second stay in the Venetian and I don't understand  why I haven't stay in this hotel before.
569	Very clean, very comfortable, and very helpful and compassionate staff.
570	it was very good, will stay there again.
571	I think that the Venetian experience was definitely an experience.
571	It was 5 star in appearance but to me it was overpriced and not as comfortable as I expected, but for those who go to Vegas with expectations of Casinos and Entertainment it is appropriate.
572	Everything about our stay was perfect with the exception of a few snobby people who worked there, but in a hotel this big you have to expect it.
572	My husband and I didn't bring our child (who is one) & there were few children there.
572	I recommend this hotel to more couples and singles than ""families"".
572	This hotel is also a little more expensive than the other hotels, so if your coming be prepared to spend your $ ;)
573	We enjoyed our 2 nights at the hotel.
573	The only negative thing we incurred was the Spa experience.
573	It took 3 contact points to get us into our appointment which made us late and they did not extend the massage time.
573	The hotel provided everything - the Japanese/Brazilian/Peruvian restaurant (can't remember the name) was excellent.
573	The food was over-the-top.
573	We will stay again.
575	Be aware of their $23 per night room rate upcharge at checkout.
577	Hotel is awesome and service is way better than expectations.
577	If you are visiting Vegas then this alone hotel can your memories unforgettable.
577	Gandola rides(Inside), casino, food, Canal shops area, Tintoretto Bakery, etc. The experience cannot be described in words, one has to stay and feel it.
579	Very large and sometimes confusing to navigate.
580	A stylish hotel with lots to see and do, the rooms are nice and clean but a bit dated.
580	One of the most Northern hotels on the strip, which could mean a lot of walking.
581	Great experience, room was very nice.
581	Not a big deal but if you are heading to the airport during low traffic tell cab driver to take local route not the highway(15 I believe).
581	Our driver took highway and it cost us $10-$15 more than it should have.
582	An impressive hotel on the strip, walking distance from all attractions.
583	Fast check in & out staff is very friendly.
583	A great hotel for business travel.
584	It was a good experience because was something new for us, the only thing was the extremely warm weather
585	No hitches with booking or accommodation, the ""Resort Fee"" was certainly annoying and most definitely took away from the experience.
585	Hotel kept very clean, staff professional and very helpful.
586	The hotel room had excellent decor, the food in the hotel was excellent and the fitness center was more than acceptable.
586	My wife enjoyed the spa as well.
587	Our room was in the Venezia tower, which was very far away from the convention center.
587	Last time we stayed at the other tower.
587	The decor was outdated and looked worn in our room.
587	The toiletries were not very nice, smelled terrible .
588	The housekeeping is cery bad
591	Very nice place to stay if you enjoy being pampered.
591	The shops, the casino, everything is nice, there is a relaxing mood.
591	The room has a kind of a romantic mood, You can shop around and have dinner without dealing with your credit card or money, the hotel put it on the note directly.
591	Only little things are annoying like no Blu Ray player in a $250 room a night, the expensive Internet connection and the even more expensive beverage.
594	the Hotel and resort was amazing...
594	Good Food, clean place a real 5 star resort.
597	Conveniently located by a Walgreens.
597	Pool is on the smaller side and no bells and whistle...
598	Best hotel in Vegas!
598	Restaurants, bars and casino are second to none.
599	We stayed here last year and returned as the rooms are immaculate, very spacious which suits our family of 4, family friendly and well located.
599	Service was good and room always clean.
599	Hotel is very busy, particularly this time of year so service felt a little less personable, however still of a high standard.
599	The hotel offers plenty to do, with shops, eateries, shows, Madam Tussauds, and much more.
599	On New Year's Eve our room offered a fantastic view of the fireworks and all that was happening on the strip.
599	We had another wonderful stay at this hotel and will definitely return on our next trip to Vegas!
600	Best hotel I have stayed in in Vegas, and have tried quite a few!
601	Had a great time the rooms are all suites and they have pretty much all options of eating for all
602	The rooms well very nice and comfortable.
602	We were fortunate to have a newly remodeled room.
602	Overall a good stay.
602	The customer service was excellent - no issue to big or small.
603	Planned my stay last minute.
603	Loved everything about my room except the bathroom had a bit of a stench.
603	The view was lovely.
603	Enjoyed Tao Beach and the pools.
603	The casino wasn't as smoky and the tables were average price.
603	It's a great location with plenty of things to do.
604	This hotel complex has everything one needs.
604	We have eaten at least 6 of the on-site restaurants and had never been disappointed.
604	It is also located at the heart of the strip.
604	The only thing I didn't like was the tobacco smoke.
604	Even though we were supposed to be in a non-smoking room, our luggage smelled like tobacco after we opened it back home and both my wife and I had a lot of runny nose when we were in the room.
604	The living room light also didn't work in one of the two rooms we stayed at.
605	The hotel is absolutely beautiful!
605	I had a wonderful time there.
605	Delicious restaraunts, shopping and a beautiful room to relax in!
606	Great location and room but lacks in service standards.
606	In room food delivery usually takes 45+ minutes on non-peak days.
606	One of the days we had to wait an hour and fifteen minutes to have the cutlery picked up.
606	Staff is generally good at their job but not responsive to the customers needs.
606	Could be better overall in customer experience.
607	Very nice, it had all we needed and more.
607	Great fitness facilities too.
608	Always entertaining,great restaurants, pools, shops.
608	Never have to leave the hotel.
608	Like being in Venice
609	Room was very nice, but food in the 'Public House' was high price and not good.
609	I have had 'free' breakfasts at variuo hotels that were superior.
610	Only complaint is the lighting in the bathroom isn't very bright - especially for putting make-up on.
610	Otherwise, the suites are huge, very clean and upscale.
610	If you like muffins, the Grand Lux Cafe in the hotel has the BEST cranberry muffins!
610	Lots to see and do in the hotel - you can spend hours going through it!
610	Been to many hotels in Vegas, keep coming back to the Venetian - it's my favorite!
611	Easy check in and check out.
611	Many dining option and family friendly.
612	It is my favorite hotel in Vegas.
612	This is the second time I stay.
612	It is as elegant and comfortable as I remembered.
612	Love the Da Vinci exhibition on the first floor.
613	Would highly recommend this hotel to anyone traveling to Vegas!
613	Amazing is all I can say.
615	Check in was easy, and the room was spacious and nicely decorated.
615	We asked for a room with a view, and that's what we got.
615	We were on a week-long roadtrip, and this was one of 6 hotels we stayed in, and it was the most disappointing.
615	Virtually every hotel nowadays provides a hairdryer in the bathroom, an in-room coffee maker, and a refrigerator.
615	There was a refrigerator in the room, but it was stocked with beverages that are pressure activated to automatically charge the room for any beverage lifted off the shelf.
615	especially since there was no sign on the refrigerator warning you about this.
615	The porter did tell us about it, and it is in the notebook of services in the room, but who reads that from cover to cover?
615	I expect to pay top dollar for drinks from an in-room minibar, but the pressure-sensitive automatic charging seems tacky and cheap.
615	There are three televisions in the room, imcluding one in the bathroom, but I'd rather have a hairdryer in the bathroom or a coffee pot in the room and one less t.v.
616	Everything was nice in the hotel environment.
616	The only thing to be complained about is the automatic charge of Refrigerator items if you touch or remove any one even just a curious check up.
617	The room had all the amenities with 2 extra tv's, stocked refrigerator, living room with sofa, small desk, printer/fax machine, small snack tray of items and remote control shades / blinds.
617	All the items in the refrigerator and snack tray are charged against your room and are over priced.
617	Also, the refrigerator was not for personal use.
617	You will be hit with additional charges called ""resort fees"" at check out.
617	We had to call the front desk at 8 p.m. because they had not cleaned our room.
617	When we returned from our 9 p.m. show, they just made the bed, laid out fresh linen and did not empty the trash or vaccum.
617	The next day, I showered in the morning and after lunch when we returned our room had been service to find the same shower mat still wet laid over the tub and one of the robes that was dirty and we had placed in the tub with all the other dirty linen, had been hung over the hook in the bathroom.
617	If your wife would like to have an extra towel to dry her hair or you like taking two showers a day, you will have to request additional linen.
617	On another day we got wash clothes in place of hand towels.
617	I gotta say, for the price you pay, I expected a lot better service and less price gouging.
617	Be aware they will nickel and dime you anyway they can.
617	The food and service in the various restaurants was outstanding.
617	The various shops and attractions were amazing.
617	The casino was clean and the layout was nicely done.
617	I checked ""yes"", I would recommend this hotel but be alert.
619	Loved it But only one thing I reserved a room with a king sixe bed and ir was not available at the time we checked in and had to take a doble bed room.
620	Very good experience overall.
620	The only thing bothering me a lot is the walking distance from my room (in Venezia Tower) to parking garage is too long.
621	Although we had a bit of trouble getting the right room at the start(non-smoking) , the rest of our stay was excellent.
621	Upgraded to a room with a terrace for our troubles, bonus.
621	Rooms are comfy, bathrooms are supreme.
621	Room service was top notch .
621	Hotel is grand, bright, clean, and smells good, even with the smoke.
621	Close to all amenities.
621	Would stay again for sure.
621	From what we saw, nicest hotel on the strip.
622	Huge room with sunken living room area.
622	Even the bathroom had a TV!
622	The hotel is stunning and the service impeccable.
622	Our view of the mountains was spectacular.
623	Everything was great and it gave us the las Vegas experience we were looking for.
624	This place has everything you need!
625	This is the second time I've stayed at this hotel since 5/2014.
625	Having stayed at many different Vegas hotels in past years, I can say that this one is by far the most fun and convenient PLUS it has an incredible gym!
625	You really don't need to leave the hotel for anything unless, you want to check out the strip.
625	You'll find many restaurants to choose from and several food courts.
625	The food is excellent and the service is awesome!
625	A Walgreens is located next door and I would suggest stopping there to stock up on bottled water and snacks.
625	Drinks are pricey so, you may want to grab a bottle of wine or two.
625	They have several pools but, they are very busy on Fridays and Saturdays so, grab a chair early.
625	The pool's bar serves great food and the service is fast.
625	They also have the best bartender!
625	I found the staff throughout the hotel to be very pleasant and accommodating from check in to check out & I was most impressed by the fact that many remembered me by name.
625	You will not be disappointed if you choose the Venetian!
625	Be sure to see ROCK OF AGES and visit the BOURBON ROOM!
