ReviewID	SentenceID	Text	Tokens
1813	1813_7	Very nice fitness center.	["Very","nice","fitness","center","."]
1813	1813_8	Paid extra for a room with a view but the view turned out to be of the pool and rooftops.	["Paid","extra","for","a","room","with","a","view","but","the","view","turned","out","to","be","of","the","pool","and","rooftops","."]
1814	1814_0	Need some improvement, carpet seems a little old and dirty!	["Need","some","improvement",",","carpet","seems","a","little","old","and","dirty","!"]
1814	1814_1	TV is too small and old	["TV","is","too","small","and","old"]
1815	1815_0	This was our first stay at this hotel and we would go back again.	["This","was","our","first","stay","at","this","hotel","and","we","would","go","back","again","."]
1815	1815_1	We have stayed at many of the hotels on the strip and I would say this is almost a the best one.	["We","have","stayed","at","many","of","the","hotels","on","the","strip","and","I","would","say","this","is","almost","a","the","best","one","."]
1816	1816_4	when we arrived we upgraded to the 33 floor, and the view was all worth it!	["when","we","arrived","we","upgraded","to","the","33","floor",",","and","the","view","was","all","worth","it","!"]
1816	1816_5	The rooms are big and clean!	["The","rooms","are","big","and","clean","!"]
1816	1816_6	roomservice quick and the staff is really nice and helpfull!	["roomservice","quick","and","the","staff","is","really","nice","and","helpfull","!"]
1816	1816_7	We will def go back some day!	["We","will","def","go","back","some","day","!"]
1817	1817_0	was a great stay, excellent restaurants and shopping in hotel, great rooms and service	["was","a","great","stay",",","excellent","restaurants","and","shopping","in","hotel",",","great","rooms","and","service"]
1818	1818_0	It's hard for me to rate the hotel because I spent most of my 4 days on hold with Expedia in my room due to a screw up in the reservation.	["It","'s","hard","for","me","to","rate","the","hotel","because","I","spent","most","of","my","4","days","on","hold","with","Expedia","in","my","room","due","to","a","screw","up","in","the","reservation","."]
1818	1818_1	My itinerary was booked for a night too long and it took me about 5 hours and 8 calls to Expedia to straighten out my hotel reservation.	["My","itinerary","was","booked","for","a","night","too","long","and","it","took","me","about","5","hours","and","8","calls","to","Expedia","to","straighten","out","my","hotel","reservation","."]
1818	1818_2	And in the end Expedia didnt even fix it, the Hotel and Delta had to fix everything, leaving me with an extra $1000 charge and over half a day in my room on the phone with them.	["And","in","the","end","Expedia","didnt","even","fix","it",",","the","Hotel","and","Delta","had","to","fix","everything",",","leaving","me","with","an","extra","1000","charge","and","over","half","a","day","in","my","room","on","the","phone","with","them","."]
1819	1819_0	Hotel was very good.	["Hotel","was","very","good","."]
1819	1819_1	Only problem was with wifi connection.	["Only","problem","was","with","wifi","connection","."]
1819	1819_2	They sell you the room with free wifi, and you end up having problem connecting the whole time.	["They","sell","you","the","room","with","free","wifi",",","and","you","end","up","having","problem","connecting","the","whole","time","."]
1820	1820_0	Felt like I was staying in a hugely expensive room such as those at the Wynn but was at the more-affordable Venetian--I thought this was like living in luxury but for less cost than I could have been spending elsewhere.	["Felt","like","I","was","staying","in","a","hugely","expensive","room","such","as","those","at","the","Wynn","but","was","at","the","more","-","affordable","Venetian","--","I","thought","this","was","like","living","in","luxury","but","for","less","cost","than","I","could","have","been","spending","elsewhere","."]
1820	1820_1	I'm a big poker guy and their poker room was better/busier than the Mandalay Bay's (the only other poker room I checked out).	["I","'m","a","big","poker","guy","and","their","poker","room","was","better","/","busier","than","the","Mandalay","Bay","'s","(","the","only","other","poker","room","I","checked","out",")","."]
1820	1820_2	It was a good poker room for sure.	["It","was","a","good","poker","room","for","sure","."]
1821	1821_1	it was so beautiful!	["it","was","so","beautiful","!"]
1821	1821_4	We got lost a few times but the security guards were so nice when we asked for directions!	["We","got","lost","a","few","times","but","the","security","guards","were","so","nice","when","we","asked","for","directions","!"]
1821	1821_5	Would come back again!	["Would","come","back","again","!"]
1822	1822_0	Great hotel, lots to do, right on on the strip in the middle of the action, restaurants excellent, pools terrific with pool side bar.	["Great","hotel",",","lots","to","do",",","right","on","on","the","strip","in","the","middle","of","the","action",",","restaurants","excellent",",","pools","terrific","with","pool","side","bar","."]
1823	1823_0	Great experience, staff was very friendly and helpful.	["Great","experience",",","staff","was","very","friendly","and","helpful","."]
1823	1823_1	Great room, plea Ty of choices on property for food.	["Great","room",",","plea","Ty","of","choices","on","property","for","food","."]
1826	1826_0	This hotel has the best location on the strip and has a very good view of the Vegas Blvd, depending upon the location of your room.	["This","hotel","has","the","best","location","on","the","strip","and","has","a","very","good","view","of","the","Vegas","Blvd",",","depending","upon","the","location","of","your","room","."]
1826	1826_1	The rooms themselves are very tastefully designed and the sunken living area was marvelous.	["The","rooms","themselves","are","very","tastefully","designed","and","the","sunken","living","area","was","marvelous","."]
1826	1826_2	Definitely going back to it, if I am ever in Vegas.	["Definitely","going","back","to","it",",","if","I","am","ever","in","Vegas","."]
1827	1827_0	We really enjoyed our stay.	["We","really","enjoyed","our","stay","."]
1827	1827_1	Very clean and comfortable room.	["Very","clean","and","comfortable","room","."]
1827	1827_3	So much to do and see.	["So","much","to","do","and","see","."]
1828	1828_0	When I think of a five star hotel, I expected it to have newer furniture, and in better shape.	["When","I","think","of","a","five","star","hotel",",","I","expected","it","to","have","newer","furniture",",","and","in","better","shape","."]
1828	1828_1	We moved to another room, and it was the same except the couch was dark brown instead of good stained velvet, and it looked very used.	["We","moved","to","another","room",",","and","it","was","the","same","except","the","couch","was","dark","brown","instead","of","good","stained","velvet",",","and","it","looked","very","used","."]
1828	1828_2	They seem to put a lot more money in the lobby, and machines, and not the rooms, but we did have a great time overall.	["They","seem","to","put","a","lot","more","money","in","the","lobby",",","and","machines",",","and","not","the","rooms",",","but","we","did","have","a","great","time","overall","."]
1830	1830_1	Much more luxurious than expected.	["Much","more","luxurious","than","expected","."]
1831	1831_0	Must book if going to Vegas.	["Must","book","if","going","to","Vegas","."]
1831	1831_1	Great hotel and resort.	["Great","hotel","and","resort","."]
1831	1831_2	Best bang for your buck.	["Best","bang","for","your","buck","."]
1831	1831_3	This hotel offers the biggest suites with living room.	["This","hotel","offers","the","biggest","suites","with","living","room","."]
1832	1832_0	Me and my husband took our first trip alone in ten years.	["Me","and","my","husband","took","our","first","trip","alone","in","ten","years","."]
1832	1832_1	This hotel had everything we could have asked for!	["This","hotel","had","everything","we","could","have","asked","for","!"]
1832	1832_2	We will be staying here in the future!	["We","will","be","staying","here","in","the","future","!"]
1833	1833_1	At very nice price.	["At","very","nice","price","."]
1833	1833_2	Excellent service, facilities, location, spa.	["Excellent","service",",","facilities",",","location",",","spa","."]
1834	1834_0	Beautiful hotel, great rooms.	["Beautiful","hotel",",","great","rooms","."]
1834	1834_2	The bed was not comfortable.	["The","bed","was","not","comfortable","."]
1836	1836_0	Wonderful, luxury hotel.	["Wonderful",",","luxury","hotel","."]
1836	1836_1	Pleased with the suite and amenities.	["Pleased","with","the","suite","and","amenities","."]
1836	1836_2	Service at Grand Lux Cafe on our last day was horrible!	["Service","at","Grand","Lux","Cafe","on","our","last","day","was","horrible","!"]
1836	1836_3	Still hadn't received our food an hour after being seated and, when we did, some items were cold.	["Still","had","n't","received","our","food","an","hour","after","being","seated","and",",","when","we","did",",","some","items","were","cold","."]
1837	1837_0	The hotel is amazing the staff is pleasant we wouldn't want to stay anywhere else.	["The","hotel","is","amazing","the","staff","is","pleasant","we","would","n't","want","to","stay","anywhere","else","."]
1838	1838_0	Hotel is beautiful, elegant.	["Hotel","is","beautiful",",","elegant","."]
1839	1839_0	We checked in when there was a long lineup at the counter yet everything moved along swiftly.	["We","checked","in","when","there","was","a","long","lineup","at","the","counter","yet","everything","moved","along","swiftly","."]
1839	1839_1	We had requested a room by the elevators, due to my sister's difficulty in walking and were even offered a complimentary wheelchair.	["We","had","requested","a","room","by","the","elevators",",","due","to","my","sister","'s","difficulty","in","walking","and","were","even","offered","a","complimentary","wheelchair","."]
1839	1839_2	That was a godsend, enabling us to see much more of vegas than we would otherwise have been able to.	["That","was","a","godsend",",","enabling","us","to","see","much","more","of","vegas","than","we","would","otherwise","have","been","able","to","."]
1839	1839_3	We were repeat customers at the Grand Luxe Cafe...	["We","were","repeat","customers","at","the","Grand","Luxe","Cafe","..."]
1839	1839_4	Great food, great service, reasonably priced.	["Great","food",",","great","service",",","reasonably","priced","."]
1839	1839_5	As the servings were huge, my sister and I often shared one meal.	["As","the","servings","were","huge",",","my","sister","and","I","often","shared","one","meal","."]
1839	1839_6	The staff was very accommodating.	["The","staff","was","very","accommodating","."]
1839	1839_7	Unfortunately the slot machines did not give as good as they got!	["Unfortunately","the","slot","machines","did","not","give","as","good","as","they","got","!"]
1840	1840_0	My husband and I travel to Las Vegas about once a year so it was no surprise that we decided to celebrate our 25th wedding anniversary there.	["My","husband","and","I","travel","to","Las","Vegas","about","once","a","year","so","it","was","no","surprise","that","we","decided","to","celebrate","our","25th","wedding","anniversary","there","."]
1840	1840_1	We wanted to stay in a really nice hotel.	["We","wanted","to","stay","in","a","really","nice","hotel","."]
1840	1840_2	We decided on the Venetian.	["We","decided","on","the","Venetian","."]
1840	1840_3	It exceeded our expectations!	["It","exceeded","our","expectations","!"]
1840	1840_4	We were given a suite on the 10th floor that was incredible!	["We","were","given","a","suite","on","the","10th","floor","that","was","incredible","!"]
1840	1840_5	It was very spacious, had a large bathroom, comfortable bed and pillows, and was very quiet at night for easy sleeping.	["It","was","very","spacious",",","had","a","large","bathroom",",","comfortable","bed","and","pillows",",","and","was","very","quiet","at","night","for","easy","sleeping","."]
1840	1840_6	The staff made us feel very welcome and were more than willing to accommodate us in any way possible.	["The","staff","made","us","feel","very","welcome","and","were","more","than","willing","to","accommodate","us","in","any","way","possible","."]
1840	1840_7	In addition, the deli and bakery provided delicious, reasonably priced food.	["In","addition",",","the","deli","and","bakery","provided","delicious",",","reasonably","priced","food","."]
1840	1840_8	The location was great as it was within walking distance to many of the other casinos.	["The","location","was","great","as","it","was","within","walking","distance","to","many","of","the","other","casinos","."]
1840	1840_9	Honestly, after staying at the Venetian it is going to be really tough to stay anywhere else.	["Honestly",",","after","staying","at","the","Venetian","it","is","going","to","be","really","tough","to","stay","anywhere","else","."]
1841	1841_0	A little confusing to get around in but once we got the lay of the land it was great	["A","little","confusing","to","get","around","in","but","once","we","got","the","lay","of","the","land","it","was","great"]
1842	1842_0	Beautiful, luxurious accommodations, spacious, bright casino.	["Beautiful",",","luxurious","accommodations",",","spacious",",","bright","casino","."]
1842	1842_1	The shopping and restaurants are 5 star!	["The","shopping","and","restaurants","are","5","star","!"]
1843	1843_0	Drunk female was banging on neighbor's door early in the morning screaming to be let in for twenty minutes.	["Drunk","female","was","banging","on","neighbor","'s","door","early","in","the","morning","screaming","to","be","let","in","for","twenty","minutes","."]
1843	1843_1	She was at the wrong room.	["She","was","at","the","wrong","room","."]
1843	1843_2	They had to call security.	["They","had","to","call","security","."]
1843	1843_3	Otherwise the stay was pleasant.	["Otherwise","the","stay","was","pleasant","."]
1845	1845_0	The hotel and staff are nice enough but when you pay 400 bucks a night you would think you would sleep on a level bed.	["The","hotel","and","staff","are","nice","enough","but","when","you","pay","400","bucks","a","night","you","would","think","you","would","sleep","on","a","level","bed","."]
1845	1845_1	The frame was broken and I felt like I would roll off.	["The","frame","was","broken","and","I","felt","like","I","would","roll","off","."]
1845	1845_2	So I moved to the other bed and had the same problem.	["So","I","moved","to","the","other","bed","and","had","the","same","problem","."]
1845	1845_3	I think someone plated a rugby game in the room before i got there.	["I","think","someone","plated","a","rugby","game","in","the","room","before","i","got","there","."]
1845	1845_4	Hotel doesnt seem too worried about it.	["Hotel","doesnt","seem","too","worried","about","it","."]
1845	1845_5	Trust me, you will find more comfort in a Motel 6!	["Trust","me",",","you","will","find","more","comfort","in","a","Motel","6","!"]
1846	1846_0	Staff was helpful an accommodating.	["Staff","was","helpful","an","accommodating","."]
1846	1846_1	Room was not thoroughly clean on arrival.	["Room","was","not","thoroughly","clean","on","arrival","."]
1846	1846_2	A nice design nonetheless.	["A","nice","design","nonetheless","."]
1848	1848_0	One of the top vegas hotels	["One","of","the","top","vegas","hotels"]
1849	1849_0	Excellent place to stay food very expensive hotel was awesome close to everything	["Excellent","place","to","stay","food","very","expensive","hotel","was","awesome","close","to","everything"]
1850	1850_0	the hotel itself is a superb it is a luxury...	["the","hotel","itself","is","a","superb","it","is","a","luxury","..."]
1850	1850_1	but the staff at the reception are just so cold beware about the 20 dollar resort fee it is a tax as well	["but","the","staff","at","the","reception","are","just","so","cold","beware","about","the","20","dollar","resort","fee","it","is","a","tax","as","well"]
1851	1851_0	Great experience with family.	["Great","experience","with","family","."]
1851	1851_1	There's so much to do within the hotel.	["There","'s","so","much","to","do","within","the","hotel","."]
1851	1851_2	Loved the shallow pools to hang out.	["Loved","the","shallow","pools","to","hang","out","."]
1851	1851_3	Very convinient location wise.	["Very","convinient","location","wise","."]
1851	1851_4	Connected with Palazzo tower and then just take a bridge to head to Wynn.	["Connected","with","Palazzo","tower","and","then","just","take","a","bridge","to","head","to","Wynn","."]
1851	1851_5	Loved the atmosphere of the hotel.	["Loved","the","atmosphere","of","the","hotel","."]
1851	1851_6	We had a great time.	["We","had","a","great","time","."]
1852	1852_0	It was an overall great experience.	["It","was","an","overall","great","experience","."]
1852	1852_3	But it had its downfalls.	["But","it","had","its","downfalls","."]
1852	1852_4	1) the pool closed at 5!	["1",")","the","pool","closed","at","5","!"]
1852	1852_6	I've traveled the country and never seen anything so ridiculous.	["I","'ve","traveled","the","country","and","never","seen","anything","so","ridiculous","."]
1852	1852_7	Especially when paying 300 dollars a night.	["Especially","when","paying","300","dollars","a","night","."]
1852	1852_8	2) room was nice but for the price I expected way more.	["2",")","room","was","nice","but","for","the","price","I","expected","way","more","."]
1852	1852_9	I would definitely save the money and stay at a cheaper hotel like the mirage next door.	["I","would","definitely","save","the","money","and","stay","at","a","cheaper","hotel","like","the","mirage","next","door","."]
1852	1852_10	3) if you even think about touching anything by the mini bar they will charge u, its all weighted down so if u accidently bump it, you guessed it, they will charge you.	["3",")","if","you","even","think","about","touching","anything","by","the","mini","bar","they","will","charge","u",",","its","all","weighted","down","so","if","u","accidently","bump","it",",","you","guessed","it",",","they","will","charge","you","."]
1852	1852_11	Mine as well enjoy whatever it was.	["Mine","as","well","enjoy","whatever","it","was","."]
1852	1852_12	Makes you a nervous wreck, which isn't the point of vacation.	["Makes","you","a","nervous","wreck",",","which","is","n't","the","point","of","vacation","."]
1852	1852_13	4) room is smaller than what you think by pictures and things.	["4",")","room","is","smaller","than","what","you","think","by","pictures","and","things","."]
1852	1852_14	Pros: staff is great.	["Pros",":","staff","is","great","."]
1852	1852_16	Decent food and shops.	["Decent","food","and","shops","."]
1852	1852_18	Overall it's a good hotel.	["Overall","it","'s","a","good","hotel","."]
1852	1852_19	Just think for the price next time I will be saving the money and staying at the mirage or something.	["Just","think","for","the","price","next","time","I","will","be","saving","the","money","and","staying","at","the","mirage","or","something","."]
1852	1852_20	You aren't in the room as much as you think.	["You","are","n't","in","the","room","as","much","as","you","think","."]
1853	1853_0	This place is where you don't want to stay what they stay they have they don't there is a lot of small places to stay that would be better for the money so if your staying in Rawlings try somewhere else	["This","place","is","where","you","do","n't","want","to","stay","what","they","stay","they","have","they","do","n't","there","is","a","lot","of","small","places","to","stay","that","would","be","better","for","the","money","so","if","your","staying","in","Rawlings","try","somewhere","else"]
1856	1856_0	I have stayed in many hotels over the years, but, the Venetian is by far the best.	["I","have","stayed","in","many","hotels","over","the","years",",","but",",","the","Venetian","is","by","far","the","best","."]
1858	1858_0	Just arrived back after a 10 night stay at the Venetian in the Venezia Tower, I would have given 5* rating apart from a couple minor points.	["Just","arrived","back","after","a","10","night","stay","at","the","Venetian","in","the","Venezia","Tower",",","I","would","have","given","5","*","rating","apart","from","a","couple","minor","points","."]
1858	1858_1	Firstly the lack of coffee/tea making facilities was a bug bear as one of us each morning would have to go and buy coffee,the daily $25  tax resort fee surly should cover coffee facilities.	["Firstly","the","lack","of","coffee","/","tea","making","facilities","was","a","bug","bear","as","one","of","us","each","morning","would","have","to","go","and","buy","coffee",",","the","daily","25","tax","resort","fee","surly","should","cover","coffee","facilities","."]
1858	1858_2	The room was cleaned to a high standard apart from one day we did leave a$2-3 tip each day.	["The","room","was","cleaned","to","a","high","standard","apart","from","one","day","we","did","leave","a","2-3","tip","each","day","."]
1858	1858_3	I would recommend to anyone looking for a retreat from the hustle and bustle of the Venetian to stay in the Venezia Tower as it's not too far from all the action but far enough to enjoy quite time in your suite, which I must say was very nice and spacious.	["I","would","recommend","to","anyone","looking","for","a","retreat","from","the","hustle","and","bustle","of","the","Venetian","to","stay","in","the","Venezia","Tower","as","it","'s","not","too","far","from","all","the","action","but","far","enough","to","enjoy","quite","time","in","your","suite",",","which","I","must","say","was","very","nice","and","spacious","."]
1859	1859_0	We booked the Venetian with a request to stay on a higher floor with a view of the strip.	["We","booked","the","Venetian","with","a","request","to","stay","on","a","higher","floor","with","a","view","of","the","strip","."]
1859	1859_1	They did not have any available, so our receptionist booked us at the Palazzo.	["They","did","not","have","any","available",",","so","our","receptionist","booked","us","at","the","Palazzo","."]
1859	1859_3	I will book there the next time I go to Vegas.	["I","will","book","there","the","next","time","I","go","to","Vegas","."]
1859	1859_4	The largest suites for the price in Vegas(on the strip).	["The","largest","suites","for","the","price","in","Vegas","(","on","the","strip",")","."]
1861	1861_0	Loved our stay it was our 10 anniversary and we will cherish it for the rest of our life	["Loved","our","stay","it","was","our","10","anniversary","and","we","will","cherish","it","for","the","rest","of","our","life"]
1864	1864_0	The Venetian was great beginning with check-in.	["The","Venetian","was","great","beginning","with","check","-","in","."]
1864	1864_1	The quickest check-in I have ever experienced.	["The","quickest","check","-","in","I","have","ever","experienced","."]
1864	1864_2	Check-out was the same.	["Check","-","out","was","the","same","."]
1864	1864_7	Hotel located on the strip but really no need to leave as they have everything you need/want right there.	["Hotel","located","on","the","strip","but","really","no","need","to","leave","as","they","have","everything","you","need","/","want","right","there","."]
1864	1864_8	Will definitely be back!	["Will","definitely","be","back","!"]
1865	1865_0	Very nice hotel, well kept, staff was friendly, affordable food options, plenty to do on site, and a perfect location right on the strip.	["Very","nice","hotel",",","well","kept",",","staff","was","friendly",",","affordable","food","options",",","plenty","to","do","on","site",",","and","a","perfect","location","right","on","the","strip","."]
1866	1866_0	Beautiful, very convenient location,   A lot of things to do	["Beautiful",",","very","convenient","location",",","A","lot","of","things","to","do"]
1867	1867_0	Would not stay here again.	["Would","not","stay","here","again","."]
1867	1867_1	Loved the shopping, but the smoke was horrible in the common areas.	["Loved","the","shopping",",","but","the","smoke","was","horrible","in","the","common","areas","."]
1867	1867_2	Went to other casinos that weekend and very little problem with smoke.	["Went","to","other","casinos","that","weekend","and","very","little","problem","with","smoke","."]
1867	1867_3	Hotel was way over priced.	["Hotel","was","way","over","priced","."]
1868	1868_0	Quite overwhelming on arrival; the size and beauty of the hotel is breathtaking.	["Quite","overwhelming","on","arrival",";","the","size","and","beauty","of","the","hotel","is","breathtaking","."]
1868	1868_1	Checking in was fast and efficient despite the large numbers arriving at once.	["Checking","in","was","fast","and","efficient","despite","the","large","numbers","arriving","at","once","."]
1868	1868_2	The hotel rooms are all suites with a very large bedroom and beautiful lounge.	["The","hotel","rooms","are","all","suites","with","a","very","large","bedroom","and","beautiful","lounge","."]
1868	1868_3	The bathroom was big and superbly appointed with an excellent shower.	["The","bathroom","was","big","and","superbly","appointed","with","an","excellent","shower","."]
1868	1868_4	You could spend your whole holiday in the hotel as there is a vast range of restaurants, swimming pools and shops.	["You","could","spend","your","whole","holiday","in","the","hotel","as","there","is","a","vast","range","of","restaurants",",","swimming","pools","and","shops","."]
1868	1868_5	The casino is large and fascinating day and night.	["The","casino","is","large","and","fascinating","day","and","night","."]
1868	1868_6	All staff were helpful and super polite.	["All","staff","were","helpful","and","super","polite","."]
1868	1868_7	The hotel is situated near the centre of the Strip so access to all the other hotels and sights is very easy.	["The","hotel","is","situated","near","the","centre","of","the","Strip","so","access","to","all","the","other","hotels","and","sights","is","very","easy","."]
1868	1868_8	If you wish to go further out, taxis are available immediately at the front entrance.	["If","you","wish","to","go","further","out",",","taxis","are","available","immediately","at","the","front","entrance","."]
1868	1868_9	We had a late afternoon flight and after checkout there is an excellent luggage storage service so we could still make use of the day.	["We","had","a","late","afternoon","flight","and","after","checkout","there","is","an","excellent","luggage","storage","service","so","we","could","still","make","use","of","the","day","."]
1868	1868_10	The hotel is quite expensive but for a special visit it is absolutely worth it.	["The","hotel","is","quite","expensive","but","for","a","special","visit","it","is","absolutely","worth","it","."]
1870	1870_0	would never return on a holiday.	["would","never","return","on","a","holiday","."]
1870	1870_1	too many young people out of control party scene.	["too","many","young","people","out","of","control","party","scene","."]
1870	1870_2	should have had more security to enforce integrity of hotel.	["should","have","had","more","security","to","enforce","integrity","of","hotel","."]
1870	1870_3	noise smoking under dressed in hotel bare feet in hotel and elevators etc	["noise","smoking","under","dressed","in","hotel","bare","feet","in","hotel","and","elevators","etc"]
1871	1871_0	Had a great time.	["Had","a","great","time","."]
1871	1871_1	So much to do and experience.	["So","much","to","do","and","experience","."]
1871	1871_2	Staff are friendly and helpful.	["Staff","are","friendly","and","helpful","."]
1871	1871_3	Food everywhere was amazing.	["Food","everywhere","was","amazing","."]
1871	1871_5	Rooms are very spacious and nice decor throughout.	["Rooms","are","very","spacious","and","nice","decor","throughout","."]
1871	1871_6	Though we only visited the other hotels for a short period of time, we still felt the Venetian was in the top 5 of our favorites in beauty and decor (we couldn't speak to staff or experience).	["Though","we","only","visited","the","other","hotels","for","a","short","period","of","time",",","we","still","felt","the","Venetian","was","in","the","top","5","of","our","favorites","in","beauty","and","decor","(","we","could","n't","speak","to","staff","or","experience",")","."]
1871	1871_7	I miss it already	["I","miss","it","already"]
1872	1872_0	I have to say this resort is beautiful, the rooms are clean and with comfortable beds and plenty of room to entertain.	["I","have","to","say","this","resort","is","beautiful",",","the","rooms","are","clean","and","with","comfortable","beds","and","plenty","of","room","to","entertain","."]
1872	1872_1	I have 2 complaints, one is the pool was disgusting.	["I","have","2","complaints",",","one","is","the","pool","was","disgusting","."]
1872	1872_3	it looked like someone threw up in it and there was a layer of yellowing all across the top of it and you could see nobody was indulging in the pool fun that was advertised.	["it","looked","like","someone","threw","up","in","it","and","there","was","a","layer","of","yellowing","all","across","the","top","of","it","and","you","could","see","nobody","was","indulging","in","the","pool","fun","that","was","advertised","."]
1872	1872_4	People were sitting around the pool and no swimmers.	["People","were","sitting","around","the","pool","and","no","swimmers","."]
1872	1872_5	The second thing is the room bar fridges were only allowed to be used to purchase what was inside of them.	["The","second","thing","is","the","room","bar","fridges","were","only","allowed","to","be","used","to","purchase","what","was","inside","of","them","."]
1872	1872_6	If you moved any items in the fridge to store water or other beverages you could be charged.	["If","you","moved","any","items","in","the","fridge","to","store","water","or","other","beverages","you","could","be","charged","."]
1872	1872_7	Other than that the service at this hotel was fantastic.	["Other","than","that","the","service","at","this","hotel","was","fantastic","."]
1873	1873_0	Daughter got married there.	["Daughter","got","married","there","."]
1873	1873_3	Only thing was a long walk threw hotel till where she got married.	["Only","thing","was","a","long","walk","threw","hotel","till","where","she","got","married","."]
1873	1873_4	In her wedding dress.	["In","her","wedding","dress","."]
1873	1873_5	Don't know why they would not let her get dress in holding room.	["Do","n't","know","why","they","would","not","let","her","get","dress","in","holding","room","."]
1874	1874_1	Everyone was friendly and helpful.	["Everyone","was","friendly","and","helpful","."]
1874	1874_2	Had no problem finding my room.	["Had","no","problem","finding","my","room","."]
1874	1874_3	Definitely going to come back!	["Definitely","going","to","come","back","!"]
1875	1875_0	The rooms were awesome, the view was very nice too.	["The","rooms","were","awesome",",","the","view","was","very","nice","too","."]
1875	1875_1	Once you learn your way around it's pretty simple to get around.	["Once","you","learn","your","way","around","it","'s","pretty","simple","to","get","around","."]
1875	1875_2	Location was in the middle of the strip, easy access to different locations is a plus.	["Location","was","in","the","middle","of","the","strip",",","easy","access","to","different","locations","is","a","plus","."]
1876	1876_0	The room was huge !	["The","room","was","huge","!"]
1876	1876_1	Being a suite it had a large living room area with an additional flat screen tv .	["Being","a","suite","it","had","a","large","living","room","area","with","an","additional","flat","screen","tv","."]
1876	1876_2	The bathroom had a separate toilet , large shower and double size bath .	["The","bathroom","had","a","separate","toilet",",","large","shower","and","double","size","bath","."]
1876	1876_3	The cleaning standard was impecableIt was convienient to be able to access all the facilities of two Casino's as it is linked internally to the Plazzo .	["The","cleaning","standard","was","impecableIt","was","convienient","to","be","able","to","access","all","the","facilities","of","two","Casino","'s","as","it","is","linked","internally","to","the","Plazzo","."]
1876	1876_4	The location on the strip is a great central one and easy to access the buss stops both sides	["The","location","on","the","strip","is","a","great","central","one","and","easy","to","access","the","buss","stops","both","sides"]
1877	1877_0	Casino area smelt very heavily of smoke	["Casino","area","smelt","very","heavily","of","smoke"]
1878	1878_0	The staff, people were all extremely nice.	["The","staff",",","people","were","all","extremely","nice","."]
1878	1878_1	I definitely felt welcomed & I can't wait to visit again & next time for a longer period.	["I","definitely","felt","welcomed","&","I","ca","n't","wait","to","visit","again","&","next","time","for","a","longer","period","."]
1878	1878_2	The only thing that wasn't too welcoming was the resort fee being $84 I remember years ago the resort fee was cheaper.	["The","only","thing","that","was","n't","too","welcoming","was","the","resort","fee","being","84","I","remember","years","ago","the","resort","fee","was","cheaper","."]
1879	1879_0	Was only there one night, but it was a much better experience than the Aria.	["Was","only","there","one","night",",","but","it","was","a","much","better","experience","than","the","Aria","."]
1879	1879_1	The gal at the front desk was great, I wish I knew her name I would mention her specifically.	["The","gal","at","the","front","desk","was","great",",","I","wish","I","knew","her","name","I","would","mention","her","specifically","."]
1879	1879_2	Rooms were a great layout.	["Rooms","were","a","great","layout","."]
1879	1879_3	Everyone was extremely friendly.	["Everyone","was","extremely","friendly","."]
1879	1879_4	Next time I come to town I will definitely stay with your hotel.	["Next","time","I","come","to","town","I","will","definitely","stay","with","your","hotel","."]
1880	1880_0	Hotel well kept, staff pleasant and helpful, Room as nice as advertised, Restaurants from high end to low, all with great food, high end can be pricey.	["Hotel","well","kept",",","staff","pleasant","and","helpful",",","Room","as","nice","as","advertised",",","Restaurants","from","high","end","to","low",",","all","with","great","food",",","high","end","can","be","pricey","."]
1880	1880_1	Overall our stay at the hotel was great.	["Overall","our","stay","at","the","hotel","was","great","."]
1880	1880_2	Didn't gamble there much do to higher minimums that can be found at other nearby Casinos and wasn't offered any service (drinks etc.) at the gaming tables.	["Did","n't","gamble","there","much","do","to","higher","minimums","that","can","be","found","at","other","nearby","Casinos","and","was","n't","offered","any","service","(","drinks","etc.",")","at","the","gaming","tables","."]
1880	1880_3	Valet parking was unavailable to registered guests on Saturday unless you were a new arrival.	["Valet","parking","was","unavailable","to","registered","guests","on","Saturday","unless","you","were","a","new","arrival","."]
1881	1881_0	From start to finish almost of our encounters with the service staff at the hotel left alot to be desired.	["From","start","to","finish","almost","of","our","encounters","with","the","service","staff","at","the","hotel","left","alot","to","be","desired","."]
1881	1881_1	In some instance they were very rude.	["In","some","instance","they","were","very","rude","."]
1881	1881_2	The hotel itself is very impressive, but I would suggest staying somewhere else and just coming into the venetian to gamble to check it out.	["The","hotel","itself","is","very","impressive",",","but","I","would","suggest","staying","somewhere","else","and","just","coming","into","the","venetian","to","gamble","to","check","it","out","."]
1882	1882_0	We had a great time the hotel is simply beautiful the staff is friendly sometimes not that helpful at times I would recommend this hotel and would go back again	["We","had","a","great","time","the","hotel","is","simply","beautiful","the","staff","is","friendly","sometimes","not","that","helpful","at","times","I","would","recommend","this","hotel","and","would","go","back","again"]
1883	1883_1	The rooms are big, bed and couches comfortable and bathrooms awesome.	["The","rooms","are","big",",","bed","and","couches","comfortable","and","bathrooms","awesome","."]
1883	1883_2	Decor isn't exactly my thing, but to each his own; some people love velour!	["Decor","is","n't","exactly","my","thing",",","but","to","each","his","own",";","some","people","love","velour","!"]
